election_key,election_date,election_type,contest,contest_slug,contest_order,candidate,candidate_party,candidate_order,precinct,ward,votes
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,4-3,4,10
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,5-1,5,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,5-2,5,8
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,5-3,5,3
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,5-3A,5,1
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,6-1,6,10
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,6-2,6,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,6-3,6,3
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,7-1,7,6
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,7-2,7,8
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,7-3,7,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,7-3A,7,2
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,8-1,8,10
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,8-2,8,6
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,DE LA CRUZ and GARCIA,Socialism and Liberation,2,8-3,8,5
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,1-1,1,570
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,1-2,1,586
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,1-3,1,632
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,2-1,2,496
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,2-2,2,506
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,2-3,2,647
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,3-1,3,398
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,3-1A,3,472
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,3-2,3,692
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,3-3,3,834
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,4-1,4,620
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,4-2,4,442
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,4-3,4,641
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,5-1,5,619
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,5-2,5,958
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,5-3,5,356
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,5-3A,5,383
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,6-1,6,844
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,6-2,6,615
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,6-3,6,626
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,7-1,7,553
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,7-2,7,546
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,7-3,7,285
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,7-3A,7,248
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,8-1,8,661
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,8-2,8,623
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,HARRIS and WALZ,Democratic,3,8-3,8,474
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,1-1,1,2
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,1-2,1,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,1-3,1,8
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,2-1,2,1
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,2-2,2,1
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,2-3,2,2
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,3-1,3,5
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,3-1A,3,3
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,3-2,3,9
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,3-3,3,5
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,4-1,4,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,4-2,4,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,4-3,4,1
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,5-1,5,7
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,5-2,5,5
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,5-3,5,0
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,5-3A,5,2
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,6-1,6,7
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,6-2,6,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,6-3,6,2
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,7-1,7,0
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,7-2,7,1
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,7-3,7,3
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,7-3A,7,0
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,8-1,8,2
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,8-2,8,1
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,OLIVER and TER MAAT,Libertarian,4,8-3,8,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,1-1,1,8
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,1-2,1,11
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,1-3,1,12
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,2-1,2,12
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,2-2,2,17
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,2-3,2,15
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,3-1,3,10
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,3-1A,3,5
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,3-2,3,24
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,3-3,3,22
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,4-1,4,17
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,4-2,4,10
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,4-3,4,17
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,5-1,5,13
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,5-2,5,8
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,5-3,5,10
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,5-3A,5,5
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,6-1,6,15
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,6-2,6,10
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,6-3,6,19
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,7-1,7,14
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,7-2,7,11
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,7-3,7,4
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,7-3A,7,6
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,8-1,8,22
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,8-2,8,18
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,STEIN and CABALLERO-ROCA,Green-Rainbow Party,5,8-3,8,15
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,TRUMP and VANCE,Republican,6,1-1,1,177
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,TRUMP and VANCE,Republican,6,1-2,1,266
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,TRUMP and VANCE,Republican,6,1-3,1,252
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,TRUMP and VANCE,Republican,6,2-1,2,203
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,TRUMP and VANCE,Republican,6,2-2,2,308
malden_state_election_2024_11_05,2024-11-05,state,ELECTORS OF PRESIDENT AND VICE PRESIDENT,electors_of_president_and_vice_president,1,TRUMP and VANCE,Republican,6,2-3,2,322
